NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION%REACTOME DATABASE ID RELEASE 91%112314	NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION%REACTOME DATABASE ID RELEASE 91%112314	Details ...	149	-0.60479754	-2.3381298	0.0	0.0	0.0	2376	tags=49%, list=16%, signal=58%	
GABA RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP4159%HOMO SAPIENS	GABA RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP4159%HOMO SAPIENS	Details ...	24	-0.7880761	-2.2219326	0.0	0.0	0.0	1245	tags=67%, list=9%, signal=73%	
GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%R-HSA-399721.5	GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%R-HSA-399721.5	Details ...	27	-0.74606127	-2.1625173	0.0	0.0	0.0	2250	tags=63%, list=16%, signal=74%	
ADHD AND AUTISM ASD PATHWAYS%WIKIPATHWAYS_20250210%WP5420%HOMO SAPIENS	ADHD AND AUTISM ASD PATHWAYS%WIKIPATHWAYS_20250210%WP5420%HOMO SAPIENS	Details ...	197	-0.5317526	-2.1253793	0.0	1.5936427E-4	0.001	1430	tags=31%, list=10%, signal=34%	
GABA RECEPTOR ACTIVATION%REACTOME%R-HSA-977443.7	GABA RECEPTOR ACTIVATION%REACTOME%R-HSA-977443.7	Details ...	48	-0.66096014	-2.1094162	0.0	2.4923054E-4	0.002	1307	tags=44%, list=9%, signal=48%	
TRAFFICKING OF AMPA RECEPTORS%REACTOME%R-HSA-399719.3	TRAFFICKING OF AMPA RECEPTORS%REACTOME%R-HSA-399719.3	Details ...	27	-0.74606127	-2.104731	0.0	2.0769212E-4	0.002	2250	tags=63%, list=16%, signal=74%	
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 91%6794362	PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 91%6794362	Details ...	87	-0.5785256	-2.095052	0.0	5.2132475E-4	0.006	2374	tags=53%, list=16%, signal=63%	
NEGATIVE REGULATION OF NMDA RECEPTOR-MEDIATED NEURONAL TRANSMISSION%REACTOME DATABASE ID RELEASE 91%9617324	NEGATIVE REGULATION OF NMDA RECEPTOR-MEDIATED NEURONAL TRANSMISSION%REACTOME DATABASE ID RELEASE 91%9617324	Details ...	21	-0.75776964	-2.0711148	0.0	9.118285E-4	0.012	1673	tags=57%, list=12%, signal=65%	
UNBLOCKING OF NMDA RECEPTORS, GLUTAMATE BINDING AND ACTIVATION%REACTOME DATABASE ID RELEASE 91%438066	UNBLOCKING OF NMDA RECEPTORS, GLUTAMATE BINDING AND ACTIVATION%REACTOME DATABASE ID RELEASE 91%438066	Details ...	21	-0.7679962	-2.0555685	0.0	0.0015546073	0.023	1805	tags=67%, list=13%, signal=76%	
ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS%REACTOME DATABASE ID RELEASE 91%442755	ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS%REACTOME DATABASE ID RELEASE 91%442755	Details ...	66	-0.59126574	-2.011311	0.0	0.0030485522	0.049	2518	tags=50%, list=17%, signal=60%	
DISRUPTION OF POSTSYNAPTIC SIGNALING BY CNV%WIKIPATHWAYS_20250210%WP4875%HOMO SAPIENS	DISRUPTION OF POSTSYNAPTIC SIGNALING BY CNV%WIKIPATHWAYS_20250210%WP4875%HOMO SAPIENS	Details ...	25	-0.7139274	-1.992602	0.0	0.003944146	0.07	1746	tags=56%, list=12%, signal=64%	
IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037	IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037	Details ...	30	-0.685917	-1.9903301	0.0	0.00386992	0.075	1917	tags=53%, list=13%, signal=61%	
NEUREXINS AND NEUROLIGINS%REACTOME%R-HSA-6794361.6	NEUREXINS AND NEUROLIGINS%REACTOME%R-HSA-6794361.6	Details ...	57	-0.5989156	-1.9872566	0.0	0.0036677893	0.077	1484	tags=47%, list=10%, signal=53%	
RAS ACTIVATION UPON CA2+ INFLUX THROUGH NMDA RECEPTOR%REACTOME DATABASE ID RELEASE 91%442982	RAS ACTIVATION UPON CA2+ INFLUX THROUGH NMDA RECEPTOR%REACTOME DATABASE ID RELEASE 91%442982	Details ...	19	-0.75857526	-1.9837718	0.0	0.0035801386	0.081	1673	tags=63%, list=12%, signal=71%	
METABOTROPIC GLUTAMATE RECEPTOR GROUP III PATHWAY%PANTHER PATHWAY%P00039	METABOTROPIC GLUTAMATE RECEPTOR GROUP III PATHWAY%PANTHER PATHWAY%P00039	Details ...	58	-0.589162	-1.9829701	0.0	0.0034636431	0.083	2244	tags=45%, list=16%, signal=53%	
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME DATABASE ID RELEASE 91%438064	POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME DATABASE ID RELEASE 91%438064	Details ...	54	-0.5913393	-1.9824264	0.0	0.0032471656	0.083	2518	tags=50%, list=17%, signal=60%	
SEROTONIN NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%181429	SEROTONIN NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%181429	Details ...	16	-0.78200275	-1.9819825	0.0	0.0031290203	0.085	1839	tags=63%, list=13%, signal=72%	
PHASE 0 - RAPID DEPOLARISATION%REACTOME%R-HSA-5576892.4	PHASE 0 - RAPID DEPOLARISATION%REACTOME%R-HSA-5576892.4	Details ...	29	-0.67903703	-1.9719888	0.0	0.003569102	0.102	1689	tags=55%, list=12%, signal=62%	
DOPAMINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%212676	DOPAMINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%212676	Details ...	21	-0.71486473	-1.9661183	0.0	0.0038344697	0.114	2432	tags=62%, list=17%, signal=74%	
SYNAPTIC VESICLE PATHWAY%WIKIPATHWAYS_20250210%WP2267%HOMO SAPIENS	SYNAPTIC VESICLE PATHWAY%WIKIPATHWAYS_20250210%WP2267%HOMO SAPIENS	Details ...	32	-0.66592085	-1.9570924	0.0	0.0043157763	0.134	1397	tags=50%, list=10%, signal=55%	
GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME DATABASE ID RELEASE 91%888590	GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME DATABASE ID RELEASE 91%888590		16	-0.75799954	-1.9067624	0.0	0.009913515	0.292	1818	tags=69%, list=13%, signal=79%	
VOLTAGE GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296072.4	VOLTAGE GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296072.4		33	-0.64141786	-1.8997796	0.0	0.010274323	0.311	1528	tags=42%, list=11%, signal=47%	
LONG-TERM POTENTIATION%REACTOME DATABASE ID RELEASE 91%9620244	LONG-TERM POTENTIATION%REACTOME DATABASE ID RELEASE 91%9620244		22	-0.6803606	-1.8739719	0.0	0.014469484	0.426	1911	tags=59%, list=13%, signal=68%	
NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%112310	NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%112310		43	-0.5811618	-1.8688782	0.0	0.0148104	0.446	1839	tags=49%, list=13%, signal=56%	
REGULATION OF INSULIN SECRETION%REACTOME DATABASE ID RELEASE 91%422356	REGULATION OF INSULIN SECRETION%REACTOME DATABASE ID RELEASE 91%422356		63	-0.55094236	-1.8434708	0.0	0.020673571	0.562	2081	tags=41%, list=14%, signal=48%	
ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS%REACTOME DATABASE ID RELEASE 91%9609736	ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS%REACTOME DATABASE ID RELEASE 91%9609736		24	-0.6577406	-1.8297132	0.004032258	0.02450661	0.635	2374	tags=54%, list=16%, signal=65%	
CREB1 PHOSPHORYLATION THROUGH NMDA RECEPTOR-MEDIATED ACTIVATION OF RAS SIGNALING%REACTOME DATABASE ID RELEASE 91%442742	CREB1 PHOSPHORYLATION THROUGH NMDA RECEPTOR-MEDIATED ACTIVATION OF RAS SIGNALING%REACTOME DATABASE ID RELEASE 91%442742		26	-0.6473058	-1.825634	0.0	0.025006391	0.652	1673	tags=50%, list=12%, signal=56%	
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY		29	-0.60992473	-1.7895112	0.001996008	0.04133631	0.857	1860	tags=41%, list=13%, signal=47%	
SYNAPTIC ADHESION-LIKE MOLECULES%REACTOME%R-HSA-8849932.6	SYNAPTIC ADHESION-LIKE MOLECULES%REACTOME%R-HSA-8849932.6		21	-0.66387093	-1.7894266	0.0060975607	0.039932054	0.857	2360	tags=52%, list=16%, signal=63%	
MBDNF AND PROBDNF REGULATION OF GABA NEUROTRANSMISSION%WIKIPATHWAYS_20250210%WP4829%HOMO SAPIENS	MBDNF AND PROBDNF REGULATION OF GABA NEUROTRANSMISSION%WIKIPATHWAYS_20250210%WP4829%HOMO SAPIENS		22	-0.64829886	-1.7761971	0.0019569471	0.04611565	0.902	784	tags=50%, list=5%, signal=53%	
SPLICING FACTOR NOVA REGULATED SYNAPTIC PROTEINS%WIKIPATHWAYS_20250210%WP4148%HOMO SAPIENS	SPLICING FACTOR NOVA REGULATED SYNAPTIC PROTEINS%WIKIPATHWAYS_20250210%WP4148%HOMO SAPIENS		32	-0.5960935	-1.7733917	0.0	0.046389323	0.909	3565	tags=63%, list=25%, signal=83%	
CALCIUM REGULATION IN CARDIAC CELLS%WIKIPATHWAYS_20250210%WP536%HOMO SAPIENS	CALCIUM REGULATION IN CARDIAC CELLS%WIKIPATHWAYS_20250210%WP536%HOMO SAPIENS		78	-0.4954416	-1.7516394	0.0019880715	0.05742919	0.949	2686	tags=46%, list=19%, signal=56%	
15Q25 COPY NUMBER VARIATION%WIKIPATHWAYS_20250210%WP5408%HOMO SAPIENS	15Q25 COPY NUMBER VARIATION%WIKIPATHWAYS_20250210%WP5408%HOMO SAPIENS		28	-0.60277236	-1.7499044	0.0	0.056988448	0.951	1582	tags=29%, list=11%, signal=32%	
NUCLEAR EVENTS (KINASE AND TRANSCRIPTION FACTOR ACTIVATION)%REACTOME DATABASE ID RELEASE 91%198725	NUCLEAR EVENTS (KINASE AND TRANSCRIPTION FACTOR ACTIVATION)%REACTOME DATABASE ID RELEASE 91%198725		55	-0.5291216	-1.7421982	0.0019305019	0.06042344	0.962	1812	tags=38%, list=13%, signal=43%	
POTASSIUM CHANNELS%REACTOME%R-HSA-1296071.4	POTASSIUM CHANNELS%REACTOME%R-HSA-1296071.4		76	-0.49399582	-1.7414753	0.0020876827	0.059102677	0.963	1292	tags=29%, list=9%, signal=32%	
HISTAMINE H2 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04386	HISTAMINE H2 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04386		21	-0.6407887	-1.7355158	0.0019305019	0.061807763	0.974	431	tags=29%, list=3%, signal=29%	
FRAGILE X SYNDROME%WIKIPATHWAYS_20250210%WP4549%HOMO SAPIENS	FRAGILE X SYNDROME%WIKIPATHWAYS_20250210%WP4549%HOMO SAPIENS		89	-0.4808826	-1.7248433	0.0	0.06818221	0.986	2344	tags=34%, list=16%, signal=40%	
INTEGRATION OF ENERGY METABOLISM%REACTOME%R-HSA-163685.5	INTEGRATION OF ENERGY METABOLISM%REACTOME%R-HSA-163685.5		89	-0.47972062	-1.7201225	0.0019646366	0.06987809	0.989	2691	tags=37%, list=19%, signal=45%	
METABOTROPIC GLUTAMATE RECEPTOR GROUP I PATHWAY%PANTHER PATHWAY%P00041	METABOTROPIC GLUTAMATE RECEPTOR GROUP I PATHWAY%PANTHER PATHWAY%P00041		22	-0.63415116	-1.7194225	0.0019305019	0.06872845	0.989	1412	tags=41%, list=10%, signal=45%	
CAM PATHWAY%REACTOME DATABASE ID RELEASE 91%111997	CAM PATHWAY%REACTOME DATABASE ID RELEASE 91%111997		32	-0.56784546	-1.7184895	0.003976143	0.06771546	0.99	2002	tags=38%, list=14%, signal=43%	
COMMON PATHWAYS UNDERLYING DRUG ADDICTION%WIKIPATHWAYS_20250210%WP2636%HOMO SAPIENS	COMMON PATHWAYS UNDERLYING DRUG ADDICTION%WIKIPATHWAYS_20250210%WP2636%HOMO SAPIENS		23	-0.6170466	-1.703052	0.01039501	0.07807476	0.995	2002	tags=35%, list=14%, signal=40%	
ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 91%400042	ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 91%400042		24	-0.60690045	-1.7003253	0.008032128	0.078365095	0.996	2983	tags=54%, list=21%, signal=68%	
CALMODULIN INDUCED EVENTS%REACTOME%R-HSA-111933.3	CALMODULIN INDUCED EVENTS%REACTOME%R-HSA-111933.3		32	-0.56784546	-1.6914909	0.009784736	0.08434227	0.997	2002	tags=38%, list=14%, signal=43%	
REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 91%9022692	REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 91%9022692		29	-0.5718341	-1.6857845	0.001996008	0.08772997	0.998	1673	tags=24%, list=12%, signal=27%	
CARDIAC CONDUCTION%REACTOME%R-HSA-5576891.4	CARDIAC CONDUCTION%REACTOME%R-HSA-5576891.4		96	-0.46177083	-1.677622	0.0	0.09347317	0.999	1318	tags=29%, list=9%, signal=32%	
